idTweeter,lastSuscribings
1245654333279965188,1;2;3;4;5;6
1384557374623535111,1;2;3;4;5;6
987634087274823680,1;2;3;4;5;6
1598884914,1;2;3;4;5;6
831767219071754240,1;2;3;4;5;6
1346854589618819073,1;2;3;4;5;6
1458729922084495362,1;2;3;4;5;6
1115182462517137410,1;2;3;4;5;6
